"","Id","Query__c"
"545","a1D36000003yZY8EAM","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sitio. Suelos."
"546","a1D36000003yZY9EAM","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sitio. Sombra. Generalidades."
"547","a1D36000003yZYAEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sitio. Sol."
"548","a1D36000003yZYBEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sitio. Clima."
"549","a1D36000003yZYCEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sanidad. Plagas."
"550","a1D36000003yZYDEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sanidad. Enfermedades."
"551","a1D36000003yZYEEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Edad del caf<U+FFFD>"
"552","a1D36000003yZYFEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Densidad. Ventajas."
"553","a1D36000003yZYGEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Densidad. Ventajas."
"554","a1D36000003yZYHEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Densidad. Generalidades."
"555","a1D36000003yZYIEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Recoleccion tradicional."
"556","a1D36000003yZYJEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Raselca II."
"557","a1D36000003yZYKEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Mallas plasticas en piso."
"558","a1D36000003yZYLEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Cifarelli SC 700."
"559","a1D36000003yZYMEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Aspiradora multifuelle."
"560","a1D36000003yZYNEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Aroandes  III."
"561","a1D36000003yZYOEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Competencia del caf<U+FFFD> Otros. Fertilidad del suelo."
"562","a1D36000003yZYPEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Competencia del caf<U+FFFD> Otros. Disponibilidad h<U+FFFD>rica."
"563","a1D36000003yZYQEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Competencia del caf<U+FFFD> Otros. Da<U+FFFD>s a cultivos por fitotoxicidad."
"564","a1D36000003yZYREA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Competencia del caf<U+FFFD> Arvenses."
"565","a1D36000003yZYSEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Beneficio."
"566","a1D36000003yZYTEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte bajo. Tab<U+FFFD>"
"567","a1D36000003yZYUEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte bajo. Castillo. Generalidades"
"568","a1D36000003yZYVEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte bajo. Castillo. Generalidades"
"569","a1D36000003yZYWEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte bajo. Castillo. Generalidades"
"570","a1D36000003yZYXEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte alto. T<U+FFFD>ica."
"571","a1D36000003yZYYEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte alto. Maragogipe."
"572","a1D36000003yZYZEA2","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte alto. Borb<U+FFFD>."
"573","a1D36000003yZYaEAM","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Generalidades."
"574","a1D36000003yZYbEAM","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"575","a1D36000003yF5CEAU","Ensilaje de pulpa de cafe 1 - Descripci<U+FFFD> del proceso de ensilaje"
"576","a1D36000003yEn3EAE","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - An<U+FFFD>isis del Riesgo Identificaci<U+FFFD> del riesgo"
"577","a1D36000003yF94EAE","Ensilaje de Pulpa de Cafe Descripci<U+FFFD> del Proceso de Ensilaje"
"578","a1D36000003yF8aEAE","Ensilaje de Pulpa de Cafe 4 - Salida de Lixiviados"
"579","a1D36000003yF8bEAE","Ensilaje de Pulpa de Cafe 3 - Llenado y Sellado del Silo"
"580","a1D36000003yF8cEAE","Ensilaje de Pulpa de Cafe 2 - Tipo de Silo"
"581","a1D36000003yF8dEAE","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"582","a1D36000003yIBgEAM","CULTIVO DE CAF<U+FFFD> COSECHA y POSCOSECHA Secado Caracter<U+FFFD>ticas del Secado"
"583","a1D36000003yIBhEAM","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Origen del Caf<U+FFFD>Especial"
"584","a1D36000003yIBiEAM","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Fertilizaci<U+FFFD>"
"585","a1D36000003yIBjEAM","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"586","a1D36000003yIBkEAM","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"587","a1D36000003yIBlEAM","Lombricultivo con Pulpa de Caf<U+FFFD> 1-Infraestructura"
"588","a1D36000003yIBmEAM","Lombricultivo con Pulpa de Caf<U+FFFD> 2-Siembra de la Lombriz"
"589","a1D36000003yIBnEAM","Datos Importantes de la trampa"
"590","a1D36000003yIBoEAM","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"591","a1D36000005CruCEAS","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Biol"
"592","a1D36000005CruDEAS","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Extracto de Ortiga"
"593","a1D36000005D4ryEAC","ALTERNATIVAS DE BIOPREPARADOS Hongos Beauveria Bassiana Producci<U+FFFD> de la finca 2 - Esterilizaci<U+FFFD> del medio de cultivo"
"594","a1D36000005D4rzEAC","ALTERNATIVAS DE BIOPREPARADOS Hongos Beauveria Bassiana Producci<U+FFFD> de la finca 2 - Esterilizaci<U+FFFD> del medio de cultivo"
"595","a1D36000005D4s0EAC","ALTERNATIVAS DE BIOPREPARADOS Hongos Beauveria Bassiana Producci<U+FFFD> de la finca 1 - Preparaci<U+FFFD> del medio de cultivo"
"596","a1D36000006IPbWEAW","Auxilio por calamidad dom<U+FFFD>tica"
"597","a1D36000003woNNEAY","FACTOR DE RENDIMIENTO Test modificado 3"
"598","a1D36000003woOGEAY","FACTOR DE RENDIMIENTO Test modificado 3"
"599","a1D36000003yXm6EAE","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Generalidades."
"600","a1D36000003yXm7EAE","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sanidad. Enfermedades."
"601","a1D36000003yXm8EAE","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Fertilizaci<U+FFFD>"
"602","a1D36000003yYYoEAM","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Palomillas Control de la Palomilla Control qu<U+FFFD>ico"
"603","a1D36000003V5cFEAS","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"604","a1D36000003yYZ8EAM","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Palomillas Control de la Palomilla Control cultural"
"605","a1D36000003yYZ9EAM","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Palomillas Control de la Palomilla Control qu<U+FFFD>ico"
"606","a1D36000003yYZNEA2","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Palomillas Control de la Palomilla Control qu<U+FFFD>ico"
"607","a1D36000003yZb2EAE","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"608","a1D36000003wuPoEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"609","a1D36000003xc1jEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - An<U+FFFD>isis del Riesgo Identificaci<U+FFFD> del riesgo"
"610","a1D36000003UnoGEAS","CULTIVO DE CAFE GENERALIDADES DEL CAFE ORIGEN DEL CAFE"
"611","a1D36000003yaBeEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"612","a1D36000003yaBfEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"613","a1D36000003yaBgEAI","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Negro total o parcial"
"614","a1D36000003yaBhEAI","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Averanado o Arrugado"
"615","a1D36000003yaBiEAI","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"616","a1D36000003yaBjEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"617","a1D36000003Ur6fEAC","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"618","a1D36000003UsIZEA0","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"619","a1D36000003Uqw1EAC","CULTIVO DE CAFE GENERALIDADES DEL CAFE MORFOLOG<U+FFFD> Ra<U+FFFD> Tipos de ra<U+FFFD> Ra<U+FFFD>es secundarias"
"620","a1D36000003UqtEEAS","CULTIVO DE CAFE GENERALIDADES DEL CAFE MORFOLOG<U+FFFD> Ra<U+FFFD> Tipos de ra<U+FFFD> Ra<U+FFFD>es secundarias"
"621","a1D36000003Ur6GEAS","CULTIVO DE CAFE GENERALIDADES DEL CAFE TAXONOM<U+FFFD> DEL CAF<U+FFFD>"
"622","a1D36000003UpisEAC","CULTIVO DE CAFE MANEJO Y PRODUCCI<U+FFFD> Almacigo"
"623","a1D36000003UsH2EAK","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"624","a1D36000003V5YDEA0","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Densidad. Ventajas."
"625","a1D36000003V5YEEA0","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Densidad. Generalidades."
"626","a1D36000003yAb0EAE","ALTERNATIVAS DE BIOPREPARADOS Bioinsecticidas Bokashi"
"627","a1D36000003yAc3EAE","ALTERNATIVAS DE BIOPREPARADOS Bioinsecticidas Bostol"
"628","a1D36000003yAiaEAE","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"629","a1D36000003yAibEAE","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"630","a1D36000003yAZTEA2","ALTERNATIVAS DE BIOPREPARADOS Bioinsecticidas Extracto Alcoh<U+FFFD>ico de Ajo y Aj<U+FFFD>"
"631","a1D36000003yM9wEAE","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"632","a1D36000003yM9xEAE","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"633","a1D36000003yM9yEAE","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"634","a1D36000003yM9zEAE","Datos Importantes de la trampa"
"635","a1D36000003yMA0EAM","Datos Importantes de la trampa"
"636","a1D36000003yM1iEAE","Ensilaje de Pulpa de Cafe Descripci<U+FFFD> del Proceso de Ensilaje"
"637","a1D36000003yM1jEAE","Ensilaje de Pulpa de Cafe 4 - Salida de Lixiviados"
"638","a1D36000003yM1kEAE","Ensilaje de Pulpa de Cafe 2 - Tipo de Silo"
"639","a1D36000003yM1lEAE","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"640","a1D36000003V5QWEA0","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"641","a1D36000003Vb4WEAS","Caracter<U+FFFD>ticas de la Llaga Macana"
"642","a1D36000003Vb4VEAS","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL ENFERMEDADES DEL CAF<U+FFFD>Llagas Tipos de Llagas en Caf<U+FFFD>Llaga Macana Caracter<U+FFFD>ticas de la Llaga Macana"
"643","a1D36000003UqnYEAS","CULTIVO DE CAFE REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD>Beneficio"
"644","a1D36000003Ur6VEAS","CULTIVO DE CAFE GENERALIDADES DEL CAFE ORIGEN DEL CAF<U+FFFD>"
"645","a1D36000003yipPEAQ","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> MORFOLOG<U+FFFD>. Fruto. Etapas del fruto"
"646","a1D36000003yipQEAQ","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> MORFOLOG<U+FFFD>. Flor. Generalidades"
"647","a1D36000003yipREAQ","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> MORFOLOG<U+FFFD>. Flor. Floraci<U+FFFD> zonas cafeteras"
"648","a1D36000003yipSEAQ","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"649","a1D36000003yipTEAQ","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> FASE VEGETATIVA DEL CAF<U+FFFD> Generalidades."
"650","a1D36000003yipUEAQ","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> FASE VEGETATIVA DEL CAF<U+FFFD> Etapas."
"651","a1D36000003yipVEAQ","Lombricultivo con Pulpa de Caf<U+FFFD> 4-Recolecci<U+FFFD> de los Productos (Lombrices y lombricompuestos)."
"652","a1D36000003yipWEAQ","Lombricultivo con Pulpa de Caf<U+FFFD> 1-Infraestructura"
"653","a1D36000003yipXEAQ","Ensilaje de Pulpa de Cafe Descripci<U+FFFD> del Proceso de Ensilaje"
"654","a1D36000003yipbEAA","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"655","a1D36000003yipYEAQ","Ensilaje de Pulpa de Cafe 4 - Salida de Lixiviados"
"656","a1D36000003yipZEAQ","Ensilaje de Pulpa de Cafe 2 - Tipo de Silo"
"657","a1D36000003yipaEAA","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"658","a1D36000003yNM2EAM","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"659","a1D36000003yNM3EAM","Datos Importantes de la trampa"
"660","a1D36000003yNM4EAM","Lombricultivo con Pulpa de Caf<U+FFFD> 4-Recolecci<U+FFFD> de los Productos (Lombrices y lombricompuestos)."
"661","a1D36000003yNM5EAM","Lombricultivo con Pulpa de Caf<U+FFFD> 3-Manejo del Lombricultivo"
"662","a1D36000003yNM6EAM","Lombricultivo con Pulpa de Caf<U+FFFD> 2-Siembra de la Lombriz"
"663","a1D36000003yNM7EAM","Lombricultivo con Pulpa de Caf<U+FFFD> 1-Infraestructura"
"664","a1D36000003yNM8EAM","Ensilaje de Pulpa de Cafe Descripci<U+FFFD> del Proceso de Ensilaje"
"665","a1D36000003yNM9EAM","Ensilaje de Pulpa de Cafe 4 - Salida de Lixiviados"
"666","a1D36000003yNMAEA2","Ensilaje de Pulpa de Cafe 3 - Llenado y Sellado del Silo"
"667","a1D36000003yNMBEA2","Ensilaje de Pulpa de Cafe 2 - Tipo de Silo"
"668","a1D36000003yNMCEA2","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"669","a1D36000003yNWwEAM","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Cristalizado"
"670","a1D36000003yNWxEAM","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Aplastado"
"671","a1D36000003yNWyEAM","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"672","a1D36000003yNWzEAM","Descripci<U+FFFD> General y Construcci<U+FFFD>"
